Big Bad Mama (1974),Action|Comedy,,,,,,,
Big Bad Mama II (1987),Action|Comedy,,,,,,,
Final Darkness, The (Buio Omega) (1979),Horror,,,,,,
Calamity Jane (1953),Musical|Western,,,,,,,
Cranes Are Flying, The (Letyat zhuravli) (1957),Drama|Romance|War,,,,,,
Devil Doll (1964),Horror,,,,,,,
Harvey Girls, The (1946),Musical|Western,,,,,,
Lady in Red, The (1979),Action,,,,,,
About a Boy (2002),Comedy|Drama,,,,,,,
Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi,,,,,,,
Believer, The (2001),Drama,,,,,,
Importance of Being Earnest, The (2002),Comedy|Drama|Romance,,,,,,
Charge of the Light Brigade, The (1968),Drama|War,,,,,,
Every Which Way But Loose (1978),Comedy,,,,,,,
Hound of the Baskervilles, The (1959),Crime|Horror|Mystery,,,,,,
I Want to Live! (1958),Crime|Drama,,,,,,,
Last Waltz, The (1978),Documentary,,,,,,
Pride and the Passion, The (1957),Adventure|War,,,,,,
Enough (2002),Drama|Thriller,,,,,,,
Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,,,,,,,
Spirit: Stallion of the Cimarron (2002),Animation|Children|Western,,,,,,,
CQ (2001),Drama,,,,,,,
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama,,,,,,,
Bus Stop (1956),Comedy|Drama|Romance,,,,,,,
Cowboy (1958),Western,,,,,,,
Don't Bother to Knock (1952),Drama|Thriller,,,,,,,
Gambler, The (1974),Drama,,,,,,
Let's Make Love (1960),Comedy|Musical|Romance,,,,,,,
Monkey Business (1952),Comedy|Sci-Fi,,,,,,,
Requiem for a Heavyweight (1962),Drama,,,,,,,
River of No Return (1954),Adventure|Western,,,,,,,
Sum of All Fears, The (2002),Drama|Thriller,,,,,,
Undercover Brother (2002),Comedy,,,,,,,
Diaries of Vaslav Nijinsky, The (2002),Documentary|Drama,,,,,,
Sleepy Time Gal, The (2001),Drama,,,,,,
84 Charing Cross Road (1987),Drama|Romance,,,,,,,
Dakota (1945),Western,,,,,,,
Desert Rats, The (1953),Drama|War,,,,,,
Bûche, La (1999),Comedy|Drama,,,,,,
Nora (2000),Drama,,,,,,,
Rapid Fire (1992),Action,,,,,,,
Silent Running (1972),Drama|Sci-Fi,,,,,,,
Summer Holiday (1963),Musical|Romance,,,,,,,
Villain, The (1979),Comedy|Western,,,,,,
Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror,,,,,,,
Bad Company (2002),Action|Comedy|Crime,,,,,,,
Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,,,,,,,
Cherish (2002),Comedy|Drama|Thriller,,,,,,,
Fast Runner, The (Atanarjuat) (2001),Drama|Fantasy,,,,,,
Bourne Identity, The (2002),Action|Thriller,,,,,,
Scooby-Doo (2002),Adventure|Children|Comedy,,,,,,,
Windtalkers (2002),Action|Drama|War,,,,,,,
Dangerous Lives of Altar Boys, The (2002),Drama,,,,,,
Emperor's New Clothes, The (2001),Comedy,,,,,,
Gangster No. 1 (2000),Action|Crime|Thriller,,,,,,,
Harvard Man (2001),Crime|Drama|Romance|Thriller,,,,,,,
Dark Blue World (Tmavomodrý svet) (2001),Drama|War,,,,,,,
Bad Company (1972),Western,,,,,,,
Caveman (1981),Comedy,,,,,,,
Cheech & Chong's The Corsican Brothers (1984),Comedy,,,,,,,
5 Card Stud (a.k.a. Five Card Stud) (1968),Mystery|Western,,,,,,,
For a Lost Soldier (Voor een Verloren Soldaat) (1992),Romance,,,,,,,
Goin' South (1978),Comedy|Western,,,,,,,
Hero and the Terror (1988),Action|Crime,,,,,,,
Silver Bullet (1985),Horror,,,,,,,
Sorry, Wrong Number (1948),Drama|Film-Noir|Thriller,,,,,,
Hombre (1967),Western,,,,,,,
Horse's Mouth, The (1958),Comedy,,,,,,
Manhattan Project, The (1986),Comedy|Thriller,,,,,,
Men at Work (1990),Action|Comedy,,,,,,,
S.O.B. (1981),Comedy,,,,,,,
She Wore a Yellow Ribbon (1949),Western,,,,,,,
Traces of Red (1992),Mystery|Thriller,,,,,,,
V. I. Warshawski (1991),Action|Comedy|Crime,,,,,,,
Juwanna Mann (2002),Comedy,,,,,,,
Lilo & Stitch (2002),Animation|Children,,,,,,,
Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,,,,,,,
Rabbit-Proof Fence (2002),Adventure|Drama,,,,,,,
Sunshine State (2002),Drama,,,,,,,
Hey Arnold! The Movie (2002),Animation|Children,,,,,,,
Mr. Deeds (2002),Comedy|Romance,,,,,,,
Lovely & Amazing (2001),Comedy,,,,,,,
Pumpkin (2002),Comedy|Drama|Romance,,,,,,,
Look Who's Talking Now (1993),Children|Comedy|Romance,,,,,,,
Lost in Yonkers (1993),Comedy|Drama,,,,,,,
Mo' Money (1992),Comedy|Romance,,,,,,,
Object of Beauty, The (1991),Comedy|Drama,,,,,,
Wagons East (1994),Comedy|Western,,,,,,,
Zebrahead (1992),Drama,,,,,,,
Like Mike (2002),Children|Comedy|Fantasy,,,,,,,
Men in Black II (2002),Action|Comedy|Sci-Fi,,,,,,,
Powerpuff Girls, The (2002),Action|Animation|Children|Comedy,,,,,,
Me Without You (2001),Comedy|Drama,,,,,,,
Crocodile Hunter: Collision Course, The (2002),Adventure|Comedy,,,,,,
Reign of Fire (2002),Action|Adventure|Fantasy|Sci-Fi,,,,,,,
Road to Perdition (2002),Crime|Drama,,,,,,,
All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller,,,,,,,
My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance,,,,,,,
Never Again (2001),Comedy|Romance,,,,,,,
20 Million Miles to Earth (1957),Sci-Fi,,,,,,,
Grand Theft Auto (1977),Action|Comedy,,,,,,,
Importance of Being Earnest, The (1952),Comedy|Drama,,,,,,
Perfect (1985),Drama|Romance,,,,,,,
1776 (1972),Children|Drama|Musical,,,,,,,
Fox and His Friends (Faustrecht der Freiheit) (1975),Drama,,,,,,,
Legend of Boggy Creek, The (1972),Drama|Horror|Mystery|Thriller,,,,,,
Z (1969),Drama|Mystery,,,,,,,
Halloween: Resurrection (2002),Horror|Thriller,,,,,,,
Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance,,,,,,,
Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,,,,,,,
K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,,,,,,,
Stuart Little 2 (2002),Children|Comedy,,,,,,,
Austin Powers in Goldmember (2002),Comedy,,,,,,,
Country Bears, The (2002),Children|Comedy,,,,,,
Kid Stays In the Picture, The (2002),Documentary,,,,,,
Happy Times (Xingfu Shiguang) (2000),Comedy|Drama,,,,,,,
Tadpole (2002),Comedy|Drama|Romance,,,,,,,
Who Is Cletis Tout? (2001),Comedy,,,,,,,
Harry and Walter Go to New York (1976),Comedy,,,,,,,
Merchant of Four Seasons, The (Der Händler der vier Jahreszeiten) (1972),Drama,,,,,,
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror,,,,,,,
Big Bus, The (1976),Comedy,,,,,,
Eddy Duchin Story, The (1956),Drama|Musical,,,,,,
Fathom (1967),Adventure,,,,,,,
In Like Flint (1967),Action|Adventure|Comedy,,,,,,,
Earth Trembles, The (La Terra Trema) (1948),Drama,,,,,,
Modesty Blaise (1966),Comedy,,,,,,,
Ossessione (1943),Drama,,,,,,,
Our Man Flint (1965),Adventure|Comedy|Sci-Fi,,,,,,,
Red Beard (Akahige) (1965),Drama,,,,,,,
Robin and Marian (1976),Adventure|Drama|Romance,,,,,,,
Top Secret! (1984),Comedy,,,,,,,
Master of Disguise, The (2002),Comedy|Mystery,,,,,,
Signs (2002),Sci-Fi|Thriller,,,,,,,
Last Kiss, The (L' Ultimo bacio) (2001),Comedy|Drama|Romance,,,,,,
Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,,,,,,,
Good Girl, The (2002),Comedy|Drama,,,,,,
Blood Work (2002),Crime|Drama|Mystery|Thriller,,,,,,,
XXX (Triple X) (2002),Action|Crime|Drama|Thriller,,,,,,,
24 Hour Party People (2002),Comedy|Drama|Musical,,,,,,,
Biggie and Tupac (2002),Documentary,,,,,,,
Château, The (2001),Comedy,,,,,,
Pandora's Box (2002),Drama|Thriller,,,,,,,
Secret Ballot (Raye Makhfi) (2001),Comedy,,,,,,,
Martin Lawrence Live: Runteldat (2002),Comedy|Documentary,,,,,,,
Lan Yu (2001),Drama|Romance,,,,,,,
Songs From the Second Floor (Sånger från andra våningen) (2000),Drama,,,,,,,
Read My Lips (Sur mes lèvres) (2001),Crime|Drama|Thriller,,,,,,,
Nightcap (Merci Pour le Chocolat) (2000),Crime|Thriller,,,,,,,
Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),Drama,,,,,,,
Change of Habit (1969),Drama,,,,,,,
Matter of Taste, A (Une Affaire de Goût) (2000),Crime|Drama|Thriller,,,,,,
Principal, The (1987),Drama,,,,,,
Rollerball (1975),Action|Drama|Sci-Fi,,,,,,,
Adventures of Pluto Nash, The (2002),Action|Comedy|Sci-Fi,,,,,,
Blue Crush (2002),Adventure|Drama|Romance,,,,,,,
Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance,,,,,,,
Isle, The (Seom) (2000),Drama,,,,,,
Possession (2002),Drama|Romance,,,,,,,
One Hour Photo (2002),Drama|Thriller,,,,,,,
Serving Sara (2002),Comedy|Romance,,,,,,,
Simone (S1m0ne) (2002),Comedy|Drama|Fantasy,,,,,,,
Undisputed (2002),Drama,,,,,,,
Amy's O (a.k.a. Amy's Orgasm) (2001),Comedy|Romance,,,,,,,
Children On Their Birthdays (2002),Drama,,,,,,,
Hush! (2001),Drama,,,,,,,
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),Drama,,,,,,,
Hybrid (2000),Documentary,,,,,,,
Satin Rouge (2002),Drama|Musical,,,,,,,
Care Bears Movie, The (1985),Animation|Children|Fantasy,,,,,,
Care Bears Movie II: A New Generation (1986),Animation|Children,,,,,,,
Clash of the Titans (1981),Action|Adventure|Fantasy,,,,,,,
Hot Shots! (1991),Action|Comedy|Romance|War,,,,,,,
Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. La Invasión de los Zombies Atómicos) (Incubo sulla città contaminata) (1980),Action|Horror,,,,,,,
Swarm, The (1978),Action|Horror|Sci-Fi,,,,,,
Time After Time (1979),Sci-Fi|Thriller,,,,,,,
Unearthly, The (1957),Horror|Sci-Fi,,,,,,
976-EVIL (1989),Horror,,,,,,,
Camilla (1994),Adventure|Drama|Romance,,,,,,,
Down and Out in Beverly Hills (1986),Comedy,,,,,,,
Flaming Star (1960),Western,,,,,,,
Love Me Tender (1956),Musical|Western,,,,,,,
Return of the Vampire, The (1944),Horror,,,,,,
Revenge of Frankenstein, The (1958),Drama|Horror|Sci-Fi,,,,,,
Stakeout (1987),Comedy|Crime|Romance|Thriller,,,,,,,
Wild in the Country (1961),Drama,,,,,,,
Wolfen (1981),Horror,,,,,,,
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Action|Fantasy|Horror|Thriller,,,,,,,
Slap Her... She's French (2002),Comedy,,,,,,,
Love and a Bullet (2002),Action|Crime,,,,,,,
Mad Love (Juana la Loca) (2001),Drama,,,,,,,
A Nous La Liberte (À nous la Liberté) (1931),Comedy|Musical,,,,,,,
True Colors (1991),Drama,,,,,,,
Snipes (2001),Drama|Thriller,,,,,,,
City by the Sea (2002),Crime|Drama,,,,,,,
Swimfan (2002),Thriller,,,,,,,
Dogwalker, The (2002),Drama,,,,,,
Heartbreak Hospital (2002),Comedy|Thriller,,,,,,,
Incubus, The (1981),Horror|Thriller,,,,,,
Johnny Dangerously (1984),Comedy,,,,,,,
Last House on the Left, The (1972),Crime|Horror|Thriller,,,,,,
Thesis (Tesis) (1996),Drama|Horror|Thriller,,,,,,,
Pinochet Case, The (Le Cas Pinochet) (2001),Documentary,,,,,,
Barbershop (2002),Comedy|Crime,,,,,,,
Stealing Harvard (2002),Comedy|Crime,,,,,,,
Transporter, The (2002),Action|Crime,,,,,,
Alias Betty (Betty Fisher et autres histoires) (2001),Crime|Drama,,,,,,,
Children of the Century, The (Les Enfants du siècle) (1999),Drama|Romance,,,,,,
Igby Goes Down (2002),Comedy|Drama,,,,,,,
Quitting (Zuotian) (2001),Drama,,,,,,,
Aspen Extreme (1993),Action,,,,,,,
Betsy's Wedding (1990),Comedy,,,,,,,
Captain Ron (1992),Adventure|Comedy,,,,,,,
Devil Bat, The (1940),Crime|Horror|Mystery|Sci-Fi,,,,,,
Ernest Goes to Jail (1990),Comedy,,,,,,,
Ernest Scared Stupid (1991),Comedy,,,,,,,
Gypsy Moths, The (1969),Drama,,,,,,
Hills Have Eyes Part II, The (1985),Horror,,,,,,
Hills Have Eyes, The (1977),Horror,,,,,,
Indian Summer (1993),Comedy|Drama,,,,,,,
Mack, The (1973),Crime,,,,,,
Monkey Trouble (1994),Children|Comedy,,,,,,,
Monster in the Closet (1986),Comedy|Horror,,,,,,,
No Way to Treat a Lady (1968),Crime|Drama|Thriller,,,,,,,
Shock Waves (1977),Horror,,,,,,,
Spaced Invaders (1990),Sci-Fi,,,,,,,
Suburban Commando (1991),Comedy|Sci-Fi,,,,,,,
Surf Ninjas (1993),Comedy,,,,,,,
Tabu: A Story of the South Seas (1931),Drama|Romance,,,,,,,
Wanderers, The (1979),Drama,,,,,,
Yearling, The (1946),Children|Drama,,,,,,
Ladykillers, The (1955),Comedy|Crime,,,,,,
Lavender Hill Mob, The (1951),Comedy|Crime,,,,,,
Man in the White Suit, The (1951),Comedy|Sci-Fi,,,,,,
Ratcatcher (1999),Drama,,,,,,,
Society (1989),Horror|Mystery,,,,,,,
Son of the Bride (El Hijo de la novia) (2001),Comedy|Drama,,,,,,,
Experiment, The (Das Experiment) (2001),Drama|Thriller,,,,,,
Ballistic: Ecks vs. Sever (2002),Action|Sci-Fi|Thriller,,,,,,,
Banger Sisters, The (2002),Comedy|Drama,,,,,,
Four Feathers, The (2002),Adventure|War,,,,,,
Trapped (2002),Action|Thriller,,,,,,,
8 Women (8 femmes) (2002),Comedy|Crime|Musical|Mystery,,,,,,,
His Secret Life (Le Fate ignoranti) (2001),Drama|Romance,,,,,,,
Invincible (2001),Drama,,,,,,,
Mesmerist, The (2002),Comedy|Fantasy|Horror,,,,,,
Secretary (2002),Comedy|Drama|Romance,,,,,,,
Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Children|Fantasy,,,,,,,
Trials of Henry Kissinger, The (2002),Documentary,,,,,,
Sweet Home Alabama (2002),Comedy|Romance,,,,,,,
Tuxedo, The (2002),Action|Comedy,,,,,,
Charly (2002),Comedy|Drama|Romance,,,,,,,
Crazy as Hell (2002),Drama,,,,,,,
Just a Kiss (2002),Comedy|Romance,,,,,,,
Moonlight Mile (2002),Drama|Romance,,,,,,,
Shanghai Ghetto (2002),Documentary,,,,,,,
Skins (2002),Crime|Drama,,,,,,,
Wasabi (2001),Action|Comedy|Drama,,,,,,,
Jonah: A VeggieTales Movie (2002),Animation|Children|Musical,,,,,,,
Red Dragon (2002),Crime|Mystery|Thriller,,,,,,,
Between Strangers (2002),Drama,,,,,,,
Bloody Sunday (2002),Drama,,,,,,,
Heaven (2002),Drama,,,,,,,
Pipe Dream (2002),Drama,,,,,,,
Man from Elysian Fields, The (2001),Drama,,,,,,
Welcome to Collinwood (2002),Comedy,,,,,,,
Flirting (1991),Drama,,,,,,,
Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action|Adventure|Sci-Fi,,,,,,,
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (1969),Action|Sci-Fi,,,,,,,
Godzilla, King of the Monsters! (1956),Horror|Sci-Fi,,,,,,
Moderns, The (1988),Drama,,,,,,
Onion Field, The (1979),Drama,,,,,,
Powaqqatsi (1988),Documentary,,,,,,,
Pride of the Yankees, The (1942),Drama,,,,,,
Texasville (1990),Drama,,,,,,,
Valmont (1989),Drama|Romance,,,,,,,
Ernest Goes to Africa (1997),Comedy,,,,,,,
Ernest in the Army (1998),Comedy,,,,,,,
Horror of Dracula (Dracula) (1958),Horror,,,,,,,
Strange Brew (1983),Comedy,,,,,,,
Incredible Mr. Limpet, The (1964),Animation|Comedy|War,,,,,,
Claire of the Moon (1992),Drama|Romance,,,,,,,
Django (1966),Western,,,,,,,
Django 2: Django Strikes Again (1987),Western,,,,,,,
Fan, The (1981),Drama|Thriller,,,,,,
Festival in Cannes (2001),Drama,,,,,,,
Flashback (1990),Action|Comedy,,,,,,,
Hanky Panky (1982),Comedy,,,,,,,
Rocking Horse Winner, The (1950),Drama|Horror,,,,,,
Séance on a Wet Afternoon (1964),Crime|Drama|Thriller,,,,,,,
Shamus (1973),Crime|Mystery,,,,,,,
Wrong Guy, The (1997),Comedy,,,,,,
Below (2002),Horror,,,,,,,
Brown Sugar (2002),Romance,,,,,,,
Knockaround Guys (2002),Action|Comedy|Crime,,,,,,,
Rules of Attraction, The (2002),Comedy|Drama|Romance|Thriller,,,,,,
Tuck Everlasting (2002),Drama|Fantasy,,,,,,,
White Oleander (2002),Drama,,,,,,,
Bowling for Columbine (2002),Documentary,,,,,,,
Comedian (2002),Comedy|Documentary,,,,,,,
On Guard (Le Bossu) (1997),Adventure|Drama,,,,,,,
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy,,,,,,,
Punch-Drunk Love (2002),Comedy|Drama|Romance|Thriller,,,,,,,
Safe Conduct (Laissez-Passer) (2002),Drama|War,,,,,,,
Swept Away (2002),Comedy|Romance,,,,,,,
Young Unknowns, The (2000),Drama,,,,,,
Abandon (2002),Drama|Thriller,,,,,,,
Formula 51 (2002),Action|Comedy|Crime|Thriller,,,,,,,
Ring, The (2002),Drama|Horror|Mystery|Thriller,,,,,,
Auto Focus (2002),Crime|Drama,,,,,,,
Fidel (2001),Documentary,,,,,,,
Grey Zone, The (2001),Drama,,,,,,
Hansel & Gretel (2002),Children|Fantasy,,,,,,,
Naqoyqatsi (2002),Documentary|War,,,,,,,
Real Women Have Curves (2002),Comedy|Drama,,,,,,,
Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War,,,,,,,
Take Care of My Cat (Goyangileul butaghae) (2001),Drama,,,,,,,
Tully (2000),Drama,,,,,,,
Billy Bathgate (1991),Crime|Drama,,,,,,,
Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,,,,,,,
Jason Goes to Hell: The Final Friday (1993),Action|Horror,,,,,,,
Mechanic, The (1972),Action|Thriller,,,,,,
Saturday Night Fever (1977),Comedy|Drama|Romance,,,,,,,
Staying Alive (1983),Comedy|Drama|Musical,,,,,,,
To the Devil a Daughter (1976),Fantasy|Horror|Mystery,,,,,,,
Urban Cowboy (1980),Drama,,,,,,,
Terror Train (1980),Horror,,,,,,,
Times Square (1980),Drama,,,,,,,
Tom Horn (1980),Western,,,,,,,
Puma Man, The (a.k.a. The Pumaman) (L'Uomo Puma) (1980),Action|Fantasy|Sci-Fi|Thriller,,,,,,
Up the Academy (1980),Comedy,,,,,,,
When Time Ran Out... (a.k.a. The Day the World Ended) (1980),Action|Adventure,,,,,,,
Wholly Moses (1980),Comedy,,,,,,,
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi,,,,,,,
Xanadu (1980),Fantasy|Musical|Romance,,,,,,,
...All the Marbles (a.k.a. The California Dolls) (1981),Action|Comedy|Drama|Romance,,,,,,,
Absence of Malice (1981),Drama|Romance,,,,,,,
All Night Long (1981),Comedy|Drama,,,,,,,
Amateur, The (1981),Crime|Thriller,,,,,,
Banana Joe (1981),Comedy,,,,,,,
Marianne & Juliane (Die Bleierne Zeit) (1981),Drama,,,,,,,
Blow Out (1981),Mystery|Thriller,,,,,,,
Boogens, The (1981),Horror,,,,,,
Buddy Buddy (1981),Comedy,,,,,,,
Burning, The (1981),Horror,,,,,,
Butterfly (1982),Drama,,,,,,,
Make Them Die Slowly (Cannibal Ferox) (1981),Horror,,,,,,,
Carbon Copy (1981),Comedy,,,,,,,
Charlie Chan and the Curse of the Dragon Queen (1981),Comedy|Mystery,,,,,,,
Friend Is a Treasure, A (a.k.a. Who Finds a Friend Finds a Treasure) (Chi Trova Un Amico, Trova un Tesoro) (1981),Action|Adventure|Comedy,,,,,
Chosen, The (1982),Drama,,,,,,
Goat, The (a.k.a. Knock On Wood) (La Chèvre) (1981),Comedy,,,,,,
Continental Divide (1981),Comedy|Romance,,,,,,,
Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981),Comedy|Horror|Musical|Sci-Fi,,,,,,
Man of Iron (Czlowiek z Zelaza) (1981),Drama|Romance,,,,,,,
Dead & Buried (1981),Horror,,,,,,,
Deadly Blessing (1981),Horror,,,,,,,
Death Hunt (1981),Adventure,,,,,,,
Endless Love (1981),Drama|Romance,,,,,,,
Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama,,,,,,,
Entity, The (1981),Horror,,,,,,
Eye of the Needle (1981),Thriller,,,,,,,
Eyewitness (a.k.a. The Janitor) (1981),Thriller,,,,,,,
Faces of Death 2 (1981),Documentary|Horror,,,,,,,
Faces of Death (1978),Documentary|Horror,,,,,,,
Faces of Death 3 (1985),Documentary|Horror,,,,,,,
Faces of Death 4 (1990),Documentary|Horror,,,,,,,
Faces of Death 5 (1996),Documentary|Horror,,,,,,,
Faces of Death 6 (1996),Documentary|Horror,,,,,,,
Faces of Death: Fact or Fiction? (1999),Documentary|Horror,,,,,,,
Woman Next Door, The (La Femme d'à côté) (1981),Drama|Romance,,,,,,
First Monday in October (1981),Comedy|Drama,,,,,,,
Fort Apache, the Bronx (1981),Action|Drama,,,,,,
Four Friends (a.k.a. Georgia's Friends) (1981),Drama,,,,,,,
Four Seasons, The (1981),Comedy|Drama,,,,,,
Galaxy of Terror (a.k.a. Quest) (1981),Action|Horror|Mystery|Sci-Fi,,,,,,,
Gallipoli (1981),Drama|War,,,,,,,
Inquisitor, The (a.k.a. Under Suspicion) (Garde à Vue) (1981),Crime|Drama,,,,,,
Ghost Story (1981),Drama|Horror,,,,,,,
Going Ape! (1981),Comedy,,,,,,,
Goodbye Pork Pie (1981),Action|Adventure|Drama,,,,,,,
Gregory's Girl (1981),Comedy|Romance,,,,,,,
Who Pulled the Plug? (Göta Kanal) (1981),Comedy,,,,,,,
Hand, The (1981),Drama|Horror,,,,,,
Happy Birthday to Me (1981),Horror|Mystery,,,,,,,
Heartbeeps (1981),Sci-Fi,,,,,,,
History of Kim Skov (Historien om Kim Skov) (1981),Documentary|Drama,,,,,,,
Horror Planet (a.k.a. Inseminoid) (1981),Action|Drama|Horror|Sci-Fi,,,,,,,
Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981),Comedy|Drama|Musical,,,,,,
Lady Chatterley's Lover (1981),Drama|Romance,,,,,,,
Legend of the Lone Ranger, The (1981),Western,,,,,,
Lili Marleen (1981),Drama,,,,,,,
Lola (1981),Drama,,,,,,,
Looker (1981),Drama|Horror|Sci-Fi|Thriller,,,,,,,
Looney, Looney, Looney Bugs Bunny Movie, The (1981),Animation|Children|Comedy,,,,
Madman (1981),Horror,,,,,,,
Teddy Bear (Mis) (1981),Comedy|Crime,,,,,,,
Modern Problems (1981),Comedy,,,,,,,
Modern Romance (1981),Comedy|Romance,,,,,,,
Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime|Drama,,,,,,,
My Bloody Valentine (1981),Horror|Thriller,,,,,,,
My Dinner with André (1981),Drama,,,,,,,
Neighbors (1981),Comedy,,,,,,,
Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Horror|Sci-Fi,,,,,,,
Night the Lights Went Out in Georgia, The (1981),Drama,,,,,,
Only When I Laugh (1981),Comedy|Drama,,,,,,,
Pennies from Heaven (1981),Musical|Romance,,,,,,,
Pieces (a.k.a. One Thousand Cries Has the Night) (1981),Horror,,,,,,,
Piranha II: The Spawning (1981),Horror|Sci-Fi,,,,,,,
Polyester (1981),Comedy,,,,,,,
Private Lessons (1981),Comedy,,,,,,,
Professional, The (Le Professionnel) (1981),Action|Drama|Thriller,,,,,,
Derrida (2002),Documentary,,,,,,,
Ghost Ship (2002),Horror,,,,,,,
Jackass: The Movie (2002),Action|Comedy,,,,,,,
Paid in Full (2002),Action|Drama,,,,,,,
Truth About Charlie, The (2002),Mystery|Thriller,,,,,,
All or Nothing (2002),Comedy|Drama,,,,,,,
All the Queen's Men (2001),Comedy|War,,,,,,,
Food of Love (Manjar de Amor) (2002),Drama,,,,,,,
Frida (2002),Drama|Romance,,,,,,,
Roger Dodger (2002),Comedy|Drama,,,,,,,
Time Changer (2002),Drama|Sci-Fi,,,,,,,
Good Work (Beau travail) (1999),Drama,,,,,,,
Big Knife, The (1955),Film-Noir,,,,,,
Casino Royale (1967),Action|Adventure|Comedy,,,,,,,
Company of Wolves, The (1984),Fantasy|Horror,,,,,,
Escanaba in da Moonlight (2001),Comedy,,,,,,,
Exodus (1960),Drama|Romance|War,,,,,,,
How to Murder Your Wife (1965),Comedy,,,,,,,
Russians Are Coming, the Russians Are Coming, The (1966),Comedy|War,,,,,
World of Henry Orient, The (1964),Comedy,,,,,,
I Spy (2002),Action|Adventure|Comedy|Crime,,,,,,,
Santa Clause 2, The (2002),Children|Comedy|Fantasy|Romance,,,,,,
Besotted (2001),Drama,,,,,,,
Blackboards (Takhté Siah) (2000),Drama,,,,,,,
Love In the Time of Money (2002),Comedy|Drama,,,,,,,
Weight of Water, The (2000),Thriller,,,,,,
Femme Fatale (2002),Crime|Thriller,,,,,,,
8 Mile (2002),Drama,,,,,,,
Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Documentary|Musical,,,,,,,
Far from Heaven (2002),Drama|Romance,,,,,,,
God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001),Comedy|Romance,,,,,
Rising Place, The (2002),Drama,,,,,,
Half Past Dead (2002),Action|Crime|Thriller,,,,,,,
Harry Potter and the Chamber of Secrets (2002),Adventure|Children|Fantasy,,,,,,,
Ararat (2002),Drama,,,,,,,
Crime of Father Amaro, The (El Crimen del Padre Amaro) (2002),Drama|Romance,,,,,,
Interview with the Assassin (2002),Drama,,,,,,,
Standing in the Shadows of Motown (2002),Documentary,,,,,,,
Way Home, The (Jibeuro) (2002),Drama,,,,,,
Mutant Action (Acción Mutante) (1993),Action|Comedy|Sci-Fi,,,,,,,
Eyes of an Angel (1991),Drama,,,,,,,
Liberty Stands Still (2002),Action|Drama|Thriller,,,,,,,
Life and Death of Colonel Blimp, The (1943),Drama|Romance|War,,,,,,
Rio Grande (1950),Romance|Western,,,,,,,
Young Americans, The (1993),Crime|Drama,,,,,,
Blackrock (1997),Drama|Thriller,,,,,,,
Men with Brooms (2002),Comedy|Drama|Romance,,,,,,,
Mysterious Island (1961),Adventure|Sci-Fi,,,,,,,
Soul Assassin (2001),Action|Crime|Thriller,,,,,,,
Left Behind II: Tribulation Force (2002),Drama,,,,,,,
Dog Soldiers (2002),Action|Horror,,,,,,,
Fingers (1978),Drama,,,,,,,
Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990),Drama|War,,,,,
Houseboat (1958),Comedy|Romance,,,,,,,
Legion of the Dead (2000),Comedy|Horror,,,,,,,
Madame Bovary (1991),Drama,,,,,,,
My Father's Glory (Gloire de mon Père) (1990),Comedy|Drama,,,,,,,
My Mother's Castle (Le Château de ma mère) (1990),Comedy|Drama,,,,,,,
Return to the Blue Lagoon (1991),Adventure|Romance,,,,,,,
